
(-16.40797588784087,0.05333892885296)
(-16.31354368654370,-0.02455418004729)
(-16.28500484750914,-0.03370402203691)
(-16.39249720278725,-0.04559223351114)
(-16.31957165810285,-0.03552248821135)
(-16.28343972221517,-0.00722476056926)
(-16.46173208725087,-0.02471487057146)
(-16.36641984041254,-0.07767817342746)
(-16.33473821134431,-0.10186704020310)
(-16.30655051142546,-0.02175475303992)
(-16.29556302775314,-0.03432017372158)
(-16.31658030022667,0.01249713848291)
(-16.21427889360729,0.04313260053142)
(-16.19879338242966,0.09778658992294)
(-15.16636818609989,-0.39304087438795)
(-16.32185745884117,-0.21558125860721)
(-16.33813494833284,-0.03773883849441)
(-16.30872709009855,-0.01274934707862)
(-16.39366869165500,-0.04365501232589)
(-16.42637159020177,-0.00774289587436)
(-16.35835749752244,-0.01139804899041)
(-16.39222505213418,-0.01141212995497)
(-16.36996446932408,0.00096596711906)
(-16.41761816471477,0.00097030174814)
(-16.35378523838965,-0.02456255930149)
(-16.36101420003208,0.00845959174438)
(-16.04592940058490,-0.07427470481527)
(-15.92721879245490,-0.77063792130831)
(-16.31388946474672,-0.16910512691219)
(-16.31191486040404,-0.02029813980760)
(-16.35556544881501,-0.00539087671873)
(-16.20794058635646,0.02077407572343)
(-16.35517950363620,-0.00833447393119)
(-16.33237129608839,-0.00113516051261)
(-16.38498798317341,0.01953155638539)
(-16.45166343523874,-0.06848176412311)
(-16.28290052207224,-0.01019319942238)
(-16.38804211428790,-0.08831899955330)
(-16.34954143501178,0.02214875120807)
(-16.26379885794642,-0.08121869020637)
(-16.37283079405208,-0.06085431586094)
(-16.19346708544273,-0.00470066723779)
(-16.30936149106188,-0.01280656718645)
(-16.29823228715561,-0.10503736441284)
(-16.36643147476900,-0.10710206253246)
(-16.43473009764229,-0.05012722206058)
(-16.61360626584705,-0.01922122820400)
(-16.32993114899254,-0.00563214679114)
(-16.36985307005209,-0.02406402006173)
(-16.39463060761284,0.00694532651588)
(-16.22386733281009,-0.05952530836434)
(-16.06819152199583,0.07711105706083)
(-15.98135150619457,0.01914256507049)
(-16.21869046476807,0.04543639767375)
(-16.21578770851950,-0.05723366755469)
(-16.28015045277991,-0.01420441571416)
(-16.08689129844178,0.04096891060800)
(-15.64686174192422,0.85485711171964)
(-17.53910059603891,-1.28540607861649)
(-16.27641019791646,0.02123631753985)
(-16.36625042539315,0.03748149766915)
(-16.39275592108649,0.02816880463011)
(-16.33905962543204,-0.07003605738228)
(-16.59146967844120,-0.02201652795813)
(-16.08089431124916,-0.02338805745103)
(-16.29079597508539,-0.03479046486206)
(-16.32817987924386,0.08983302517130)
(-16.55962779026256,-0.03476737184273)
(-16.61028725803076,-0.07759122378112)
(-16.55848460353324,0.15811556710630)
(-16.30635238688753,-0.04073086550530)
(-16.33858847131659,-0.01110249457467)
(-16.29383507073466,-0.01894202350651)
(-16.31265472488180,-0.01511583825120)
(-16.39745582993810,-0.08847810008132)
(-16.31572683778732,0.01661523601524)
(-16.37877651196824,0.00076661340504)
(-16.44938654979077,-0.02836268073390)
(-16.51941406654017,0.05604433628422)
(-16.14444431116623,-0.03104771741983)
(-16.35540152969297,-0.13578237323120)
(-16.08242274092983,-0.14874487149827)
(-16.24579578010324,-0.06646009207485)
(-16.48303715126860,-0.03096474813088)
(-16.24007473726530,0.03911719020099)
(-16.27454058536964,-0.01038260698664)
(-16.31965765129048,0.02748298146232)
(-16.41218381896180,0.01539867231034)
(-16.37826799232812,0.01835530995747)
(-16.32661997269044,-0.04691538067226)
(-16.33686536517808,-0.01214477970928)
(-16.34164759473202,0.15415498620617)
(-16.34379242606600,-0.07635991655840)
(-16.40759374968920,-0.28034057694777)
(-16.58341629539292,-0.26839235328709)
(-16.46220823320639,-0.28313283759491)
(-16.37027983324918,-0.01443543040153)
(-16.40920313989452,-0.02045992174408)
(-16.41793171871324,-0.04483103729712)
(-16.32866579323448,-0.04511200638061)
(-16.40856325126214,0.03142942408313)
(-16.28916532126605,-0.02104817188876)
(-16.52576497227096,0.06228954777137)
(-16.54422366905835,0.09390095174527)
(-16.37296593584165,0.04913343834812)
(-16.17600240623552,0.18422810128033)
(-16.42913343561585,-0.02366474373024)
(-16.38113330117842,-0.00504824371505)
(-16.30893995665555,-0.07943157283283)
(-16.33539618418644,-0.01734141686692)
(-17.67303516616129,0.40800748654463)
(-16.46472485301346,-0.13568444009848)
(-16.39810863378663,0.03783569161182)
(-16.31430631281064,0.01323261022764)
(-16.31444342334586,-0.04293973556861)
(-16.34215496584344,0.00474966622794)
(-16.28796321354249,-0.05797122621073)
(-16.23610570998797,-0.00552647013249)
(-16.32509527281965,0.13188440989308)
(-16.66323115236523,-0.02786329882392)
(-16.54491014106809,-0.00112615131706)
(-16.39488029104162,0.01247548752587)
(-16.29854091561552,-0.02591355195683)
(-16.49631670771375,-0.03735555011088)
(-16.10578419436900,-0.06000091983075)
(-16.22698403248850,-0.06161246256042)
(-16.36048808342029,0.01027503506065)
(-16.32260545229781,0.01284654117482)
(-16.73885458280722,0.11333727379889)
(-16.39223799331879,-0.02558728239221)
(-16.32176673571404,0.12246562952984)
(-16.21921557090692,-0.00398975692264)
(-16.41126654340215,0.01730838143760)
(-16.20460708655388,0.00296144650245)
(-16.77886635605817,0.24973830597956)
(-14.61150803387006,-0.03909130531006)
(-19.07284317967651,0.29232890623319)
(-15.48772787311577,2.15494748286262)
(-16.32995126291940,-0.01584465679129)
(-16.33246263884655,0.01608832634661)
(-16.61984103032147,0.17056146910445)
(-16.39297290832685,0.00619561517791)
(-16.39950447889314,-0.11977008614801)
(-16.37269800463211,-0.00613920586402)
(-16.08152992306822,0.06391335897520)
(-16.22694604171269,0.01096769339802)
(-16.17128279667653,0.03893430740708)
(-16.47036153047204,0.08682870465620)
(-16.44338801781119,0.01349494722989)
(-16.34007610046364,0.00184087415632)
(-16.36177913820960,0.03823849912114)
(-16.48273906932237,0.10286137030514)
(-16.26993165904362,-0.11598044272093)
(-16.41155522829321,-0.08386604336708)
(-16.28730201401907,0.08274771099402)
(-16.12320950277944,0.00153440211918)
(-16.14566108259191,0.03178730580473)
(-16.35997429723736,0.02176194858014)
(-16.39870926916141,0.05948571321355)
(-16.52697255180398,-0.01508188551941)
(-16.43495192709894,-0.04560610770719)
(-16.17774855267399,0.00963316129456)
(-16.12686253306854,0.06123117019369)
(-16.44795453162276,0.02646410497906)
(-16.60877033754752,-0.09525125994832)
(-16.25212354306119,-0.00825822145004)
(-16.64710367443169,0.09746363059119)
(-16.32045844878489,0.03518379406040)
(-16.14788233822701,-0.01895579476946)
(-16.41945993424239,-0.00712961595796)
(-16.34463618761565,0.08394014010765)
(-16.39666476897954,0.14048632543624)
(-16.16121651977672,0.00135349990352)
(-16.44867286418476,0.05822176225519)
(-15.78072409167356,-0.28155718299754)
(-16.39364965487800,0.04226110177577)
(-16.28794854879351,-0.07937991980355)
(-16.48035054557471,-0.08181188908329)
(-16.84003617437695,0.12791573018244)
