   -1	    4	   -1	   -1	   -1
   -1	    7	   -1	   -1	   -1
 
   28	   24	   26	   25	    2
   29	   27	   22	   15	   -1
   31	   21	   18	    8	   -1
   20	   23	   14	    0	   -1
   19	   16	   10	    1	   -1
    5	   17	    6	    3	   -1
   -1	   12	   -1	   -1	   -1
   -1	   13	   -1	   -1	   -1
   -1	    9	   -1	   -1	   -1
   -1	   11	   -1	   -1	   -1
   -1	    4	   -1	   -1	   -1
   -1	    7	   -1	   -1	   -1
 
   28	   25	   27	   21	    3
   29	   26	   23	   14	   -1
   30	   20	   19	    4	   -1
   24	   22	   15	    0	   -1
   18	   16	   11	    1	   -1
    9	   17	    7	    2	   -1
   -1	   12	   -1	   -1	   -1
   -1	   13	   -1	   -1	   -1
   -1	    8	   -1	   -1	   -1
   -1	   10	   -1	   -1	   -1
   -1	    5	   -1	   -1	   -1
   -1	    6	   -1	   -1	   -1
 
 
 
 
    6	   12	    6	    6	    1
